DDA,CASHBK,DIRDEP,NSF,SAV,ATM,CD,IRA,LOC,INV,ILS,MM,MMCRED,MTG,CC,CCPURC,SDB,HMOWN,MOVED,INAREA,INS,BRANCH,RES,ACCTAGE_BIN,DDABAL_BIN,DEP_BIN,DEPAMT_BIN,CHECKS_BIN,NSFAMT_BIN,PHONE_BIN,TELLER_BIN,SAVBAL_BIN,ATMAMT_BIN,POS_BIN,POSAMT_BIN,CDBAL_BIN,IRABAL_BIN,LOCBAL_BIN,INVBAL_BIN,ILSBAL_BIN,MMBAL_BIN,MTGBAL_BIN,CCBAL_BIN,INCOME_BIN,LORES_BIN,HMVAL_BIN,AGE_BIN,CRSCORE_BIN
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B8,R,01 <= 19.6,08 > 6126.24,02 <= 3,05 > 6425.57,04 > 4,01 <= 6.65,02 <= 1,02 <= 3,01 <= 0.01,03 > 3688.63,02 > 0,02 > 250,03 > 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,00 Miss,00 Miss
1,0,0,0,1,1,0,0,0,NA,0,1,2,0,NA,NA,1,1,0,1,1,B18,U,01 <= 19.6,06 <= 2188.02,02 <= 3,05 > 6425.57,04 > 4,01 <= 6.65,00 Miss,03 > 3,04 <= 1259.45,03 > 3688.63,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,01 <= 9690.09,02 > 1031.1401,01 <= 100000,00 Miss,01 <= 50,02 > 5,01 <= 98,01 <= 50,02 > 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,B3,R,01 <= 19.6,06 <= 2188.02,02 <= 3,03 <= 2190.32,03 <= 4,01 <= 6.65,01 <= 0,01 <= 0,07 > 8334.97,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,03 <= 142,01 <= 50,01 <= 675
1,0,0,0,1,1,0,1,1,NA,0,0,0,1,NA,NA,0,1,0,1,1,B15,U,01 <= 19.6,08 > 6126.24,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,00 Miss,01 <= 0,04 <= 1259.45,02 <= 3688.63,00 Miss,00 Miss,01 <= 500,02 > 0.1,02 > 5000,00 Miss,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B4,S,01 <= 19.6,08 > 6126.24,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,B16,R,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,03 > 9200,02 > 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,B5,R,01 <= 19.6,04 <= 764.81,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,02 <= 1,01 <= 0,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,02 > 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,B5,U,01 <= 19.6,06 <= 2188.02,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,01 <= 0,02 <= 3,06 <= 8334.97,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,01 <= 5,02 <= 122,01 <= 50,02 > 675
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,0,1,1,B2,R,01 <= 19.6,05 <= 1248.47,03 > 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,03 > 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,B4,R,01 <= 19.6,05 <= 1248.47,02 <= 3,04 <= 6425.57,03 <= 4,02 > 6.65,03 > 1,01 <= 0,01 <= 0.01,02 <= 3688.63,02 > 0,02 > 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,02 > 675
1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,NA,0,1,1,B6,U,01 <= 19.6,05 <= 1248.47,02 <= 3,04 <= 6425.57,01 <= 0,01 <= 6.65,01 <= 0,02 <= 3,04 <= 1259.45,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,02 > 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B17,R,01 <= 19.6,07 <= 6126.24,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,02 > 5,02 <= 122,01 <= 50,02 > 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B5,S,01 <= 19.6,03 <= 304.95,02 <= 3,02 <= 686.49,02 <= 2,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,01 <= 50,01 <= 675
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1,U,01 <= 19.6,04 <= 764.81,02 <= 3,02 <= 686.49,01 <= 0,02 > 6.65,01 <= 0,01 <= 0,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,02 > 50,01 <= 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B16,R,01 <= 19.6,04 <= 764.81,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,01 <= 0,03 <= 265.87,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,02 > 50,01 <= 675
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,B4,S,01 <= 19.6,04 <= 764.81,02 <= 3,02 <= 686.49,03 <= 4,02 > 6.65,01 <= 0,02 <= 3,04 <= 1259.45,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B12,U,02 > 19.6,04 <= 764.81,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,00 Miss,00 Miss
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,B2,S,01 <= 19.6,06 <= 2188.02,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,02 <= 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,01 <= 675
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B5,S,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,05 <= 2962.02,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,01 <= 675
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,B13,U,01 <= 19.6,07 <= 6126.24,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,03 > 3,07 > 8334.97,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,02 > 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,02 > 50,02 > 675
1,0,0,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,1,1,B14,S,01 <= 19.6,06 <= 2188.02,03 > 3,05 > 6425.57,01 <= 0,01 <= 6.65,00 Miss,03 > 3,06 <= 8334.97,01 <= 5.4801,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,01 <= 50,02 > 5,02 <= 122,02 > 50,02 > 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,B1,R,01 <= 19.6,06 <= 2188.02,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,01 <= 0,03 > 3,04 <= 1259.45,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,B1,U,01 <= 19.6,06 <= 2188.02,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,02 <= 3,07 > 8334.97,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,01 <= 5,01 <= 98,01 <= 50,01 <= 675
1,0,1,0,1,0,0,1,0,NA,0,0,0,0,NA,NA,0,0,0,1,0,B15,U,01 <= 19.6,03 <= 304.95,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,00 Miss,01 <= 0,07 > 8334.97,01 <= 5.4801,00 Miss,00 Miss,01 <= 500,02 > 0.1,01 <= 5000,00 Miss,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,01 <= 50,01 <= 5,02 <= 122,02 > 50,02 > 675
1,0,0,0,1,0,0,0,0,NA,0,0,0,0,NA,NA,0,1,0,1,1,B15,S,01 <= 19.6,07 <= 6126.24,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,00 Miss,02 <= 3,07 > 8334.97,01 <= 5.4801,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,01 <= 50,02 > 5,01 <= 98,02 > 50,02 > 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,B2,U,01 <= 19.6,06 <= 2188.02,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,02 > 5,01 <= 98,01 <= 50,01 <= 675
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,B16,R,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,01 <= 50,02 > 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,B8,U,01 <= 19.6,06 <= 2188.02,02 <= 3,02 <= 686.49,02 <= 2,01 <= 6.65,01 <= 0,01 <= 0,07 > 8334.97,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,B5,U,01 <= 19.6,06 <= 2188.02,02 <= 3,04 <= 6425.57,02 <= 2,01 <= 6.65,01 <= 0,01 <= 0,06 <= 8334.97,03 > 3688.63,02 > 0,01 <= 250,02 <= 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,02 > 675
1,0,1,0,1,1,0,0,0,NA,1,0,0,0,NA,NA,0,0,0,1,0,B14,S,01 <= 19.6,06 <= 2188.02,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,00 Miss,01 <= 0,04 <= 1259.45,02 <= 3688.63,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,02 > 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,01 <= 50,01 <= 5,03 <= 142,02 > 50,02 > 675
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,B5,U,01 <= 19.6,05 <= 1248.47,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,01 <= 0,03 > 3,02 <= 61.25,01 <= 5.4801,02 > 0,02 > 250,02 <= 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,02 > 675
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B7,S,01 <= 19.6,02 <= 82.57,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,02 <= 61.25,02 <= 3688.63,02 > 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,01 <= 98,02 > 50,01 <= 675
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,NA,0,1,0,B8,U,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,05 <= 2962.02,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,00 Miss,00 Miss,00 Miss,00 Miss,02 > 675
1,0,1,0,0,1,0,0,0,NA,1,1,0,0,NA,NA,0,1,0,1,0,B15,S,01 <= 19.6,01 <= 0.1,03 > 3,05 > 6425.57,04 > 4,01 <= 6.65,00 Miss,01 <= 0,01 <= 0.01,02 <= 3688.63,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,02 > 9690.09,02 > 1031.1401,01 <= 100000,00 Miss,01 <= 50,02 > 5,01 <= 98,01 <= 50,01 <= 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B2,U,01 <= 19.6,06 <= 2188.02,03 > 3,05 > 6425.57,04 > 4,01 <= 6.65,03 > 1,03 > 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,02 > 50,02 > 675
1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,1,B7,R,00 Miss,07 <= 6126.24,02 <= 3,04 <= 6425.57,04 > 4,01 <= 6.65,01 <= 0,01 <= 0,06 <= 8334.97,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,00 Miss,00 Miss,00 Miss,00 Miss,02 > 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B2,R,01 <= 19.6,04 <= 764.81,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,02 <= 1,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,01 <= 5,02 <= 122,01 <= 50,01 <= 675
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,NA,0,1,0,B2,U,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,02 > 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,B6,U,01 <= 19.6,04 <= 764.81,02 <= 3,02 <= 686.49,03 <= 4,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,02 > 5,01 <= 98,01 <= 50,02 > 675
1,0,0,1,1,1,0,0,0,NA,0,0,0,0,NA,NA,0,1,0,1,0,B14,S,01 <= 19.6,02 <= 82.57,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,00 Miss,01 <= 0,04 <= 1259.45,02 <= 3688.63,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,00 Miss,02 > 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1,U,01 <= 19.6,07 <= 6126.24,02 <= 3,04 <= 6425.57,03 <= 4,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,02 <= 3688.63,02 > 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,02 <= 122,01 <= 50,02 > 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1,S,01 <= 19.6,02 <= 82.57,02 <= 3,03 <= 2190.32,02 <= 2,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,01 <= 5,02 <= 122,01 <= 50,01 <= 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,1,B2,U,01 <= 19.6,08 > 6126.24,02 <= 3,04 <= 6425.57,02 <= 2,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,B4,S,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,02 > 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,01 <= 675
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,B4,R,00 Miss,04 <= 764.81,02 <= 3,02 <= 686.49,02 <= 2,01 <= 6.65,01 <= 0,01 <= 0,04 <= 1259.45,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,00 Miss,00 Miss,00 Miss,00 Miss,01 <= 675
1,0,1,0,0,1,0,0,0,NA,0,1,0,0,NA,NA,0,0,0,1,0,B14,U,02 > 19.6,06 <= 2188.02,02 <= 3,03 <= 2190.32,03 <= 4,01 <= 6.65,00 Miss,03 > 3,01 <= 0.01,02 <= 3688.63,00 Miss,00 Miss,01 <= 500,01 <= 0.1,01 <= 5000,00 Miss,01 <= 9690.09,02 > 1031.1401,01 <= 100000,00 Miss,01 <= 50,02 > 5,02 <= 122,00 Miss,00 Miss
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,B2,S,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,01 <= 0.01,01 <= 5.4801,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,03 <= 142,01 <= 50,01 <= 675
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,B1,S,01 <= 19.6,06 <= 2188.02,02 <= 3,05 > 6425.57,04 > 4,02 > 6.65,02 <= 1,03 > 3,06 <= 8334.97,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,B4,S,00 Miss,07 <= 6126.24,03 > 3,05 > 6425.57,04 > 4,01 <= 6.65,01 <= 0,01 <= 0,05 <= 2962.02,03 > 3688.63,02 > 0,02 > 250,02 <= 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,02 > 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,01 <= 675
1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,B13,U,01 <= 19.6,03 <= 304.95,02 <= 3,03 <= 2190.32,04 > 4,01 <= 6.65,01 <= 0,03 > 3,03 <= 265.87,01 <= 5.4801,01 <= 0,01 <= 250,03 > 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,02 > 0.9,02 > 50,01 <= 5,03 <= 142,01 <= 50,02 > 675
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,B16,R,01 <= 19.6,02 <= 82.57,02 <= 3,03 <= 2190.32,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,04 <= 1259.45,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,02 > 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,01 <= 675
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,B5,S,01 <= 19.6,01 <= 0.1,01 <= 0,01 <= 2.18,01 <= 0,01 <= 6.65,01 <= 0,01 <= 0,06 <= 8334.97,02 <= 3688.63,01 <= 0,01 <= 250,03 > 9200,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,02 > 0.9,02 > 50,02 > 5,02 <= 122,01 <= 50,01 <= 675
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B4,U,01 <= 19.6,04 <= 764.81,02 <= 3,02 <= 686.49,01 <= 0,01 <= 6.65,01 <= 0,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,02 > 5,03 <= 142,01 <= 50,02 > 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,B7,U,01 <= 19.6,04 <= 764.81,02 <= 3,03 <= 2190.32,02 <= 2,01 <= 6.65,02 <= 1,02 <= 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,01 <= 50,02 > 5,01 <= 98,02 > 50,02 > 675
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B12,R,01 <= 19.6,03 <= 304.95,03 > 3,03 <= 2190.32,03 <= 4,01 <= 6.65,01 <= 0,03 > 3,01 <= 0.01,02 <= 3688.63,01 <= 0,01 <= 250,01 <= 500,01 <= 0.1,01 <= 5000,01 <= 1025,01 <= 9690.09,01 <= 1031.1401,01 <= 100000,01 <= 0.9,02 > 50,01 <= 5,03 <= 142,02 > 50,02 > 675
